Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T001_001,SE_T030_001,SE_T030_002,SE_T030_003,PCT_SE_T030_002,PCT_SE_T030_003,SE_T033_001,SE_T033_002,SE_T033_003,SE_T033_004,SE_T033_005,SE_T033_006,SE_T033_007,PCT_SE_T033_002,PCT_SE_T033_003,PCT_SE_T033_004,PCT_SE_T033_005,PCT_SE_T033_006,PCT_SE_T033_007,SE_T057_001,SE_T083_001,SE_T093_001,SE_T099_001,SE_T099_002,SE_T099_003,SE_T099_004,SE_T099_005,SE_T099_006,SE_T099_007,SE_T099_008,PCT_SE_T099_002,PCT_SE_T099_003,PCT_SE_T099_004,PCT_SE_T099_005,PCT_SE_T099_006,PCT_SE_T099_007,PCT_SE_T099_008,SE_T104_001,SE_T106_001,SE_T114_001,SE_T114_002,SE_T114_003,PCT_SE_T114_002,PCT_SE_T114_003,SE_T115_001,SE_T115_002,SE_T115_003,PCT_SE_T115_002,PCT_SE_T115_003,SE_T116_001,SE_T116_002,SE_T116_003,PCT_SE_T116_002,PCT_SE_T116_003
"13","04000US13","Georgia","Georgia","GA","040","00","ACSSF","0000001",,,,,"13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9600612,574750,45173,529577,7.86,92.14,7402545,4813601,55361,4758240,4288924,469316,2588944,65.03,0.75,64.28,57.94,6.34,34.97,49736,25383,4063024,3490754,1708085,1726907,10290,33800,406,2399,8867,48.93,49.47,0.29,0.97,0.01,0.07,0.25,835,819.570940937025,2443197,552123,1891074,22.6,77.4,5917547,877257,5040290,14.82,85.18,976002,112082,863920,11.48,88.52
"15","04000US15","Hawaii","Hawaii","HI","040","00","ACSSF","0000001",,,,,"15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1346554,68345,3412,64933,4.99,95.01,1079024,717929,38699,679230,635956,43274,361095,66.54,3.59,62.95,58.94,4.01,33.46,67116,29203,516394,445513,15322,150719,106,2114,5729,291,271232,3.44,33.83,0.02,0.47,1.29,0.07,60.88,1313,1325.47900840099,297648,40410,257238,13.58,86.42,828071,80391,747680,9.71,90.29,186171,13586,172585,7.3,92.7
"16","04000US16","Idaho","Idaho","ID","040","00","ACSSF","0000001",,,,,"16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1549987,92438,6008,86430,6.5,93.5,1172324,763598,3832,759766,699895,59871,408726,65.14,0.33,64.81,59.7,5.11,34.86,46890,22788,661851,575497,323813,186521,14769,43835,183,5100,1276,56.27,32.41,2.57,7.62,0.03,0.89,0.22,709,703.100885290915,416818,74741,342077,17.93,82.07,917007,127984,789023,13.96,86.04,185245,14009,171236,7.56,92.44
"17","04000US17","Illinois","Illinois","IL","040","00","ACSSF","0000001",,,,,"17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12790182,745464,40865,704599,5.48,94.52,10029404,6688329,21831,6666498,6043771,622727,3341075,66.69,0.22,66.47,60.26,6.21,33.31,56576,29376,5285389,4773002,4045158,655557,13375,23564,695,19458,15195,84.75,13.73,0.28,0.49,0.01,0.41,0.32,860,895.323787975474,3095323,573593,2521730,18.53,81.47,7863004,936606,6926398,11.91,88.09,1528696,130229,1398467,8.52,91.48
"18","04000US18","Indiana","Indiana","IN","040","00","ACSSF","0000001",,,,,"18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6454254,384108,26833,357275,6.99,93.01,5035313,3283673,4927,3278746,2984502,294244,1751640,65.21,0.1,65.12,59.27,5.84,34.79,48393,24497,2788797,2472870,1735369,633820,31122,53983,520,12559,5497,70.18,25.63,1.26,2.18,0.02,0.51,0.22,704,696.614559284041,1573243,313848,1259395,19.95,80.05,3889646,511305,3378341,13.15,86.85,793060,59997,733063,7.57,92.43
"19","04000US19","Iowa","Iowa","IA","040","00","ACSSF","0000001",,,,,"19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3032266,179671,7501,172170,4.17,95.83,2392818,1647363,2376,1644987,1554416,90571,745455,68.85,0.1,68.75,64.96,3.79,31.15,50451,26110,1332487,1219137,961300,208428,12284,20232,302,11550,5041,78.85,17.1,1.01,1.66,0.02,0.95,0.41,637,636.569536987501,710629,109269,601360,15.38,84.62,1796426,206464,1589962,11.49,88.51,425710,31803,393907,7.47,92.53
"20","04000US20","Kansas","Kansas","KS","040","00","ACSSF","0000001",,,,,"20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2830985,165024,7514,157510,4.55,95.45,2192495,1506400,17253,1489147,1393658,95489,686095,68.71,0.79,67.92,63.56,4.36,31.29,50594,26545,1228959,1104479,857479,219585,1406,19279,230,5092,1408,77.64,19.88,0.13,1.75,0.02,0.46,0.13,699,706.343164869164,705712,118261,587451,16.76,83.24,1688135,201235,1486900,11.92,88.08,352827,27688,325139,7.85,92.15
"21","04000US21","Kentucky","Kentucky","KY","040","00","ACSSF","0000001",,,,,"21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4316040,239862,15025,224837,6.26,93.74,3412180,2065869,17710,2048159,1865652,182507,1346311,60.54,0.52,60.02,54.68,5.35,39.46,42248,23033,1921067,1681085,795234,804118,22341,51313,379,4722,2978,47.3,47.83,1.33,3.05,0.02,0.28,0.18,623,596.511732200865,1000752,251569,749183,25.14,74.86,2637840,438347,2199493,16.62,83.38,547501,67031,480470,12.24,87.76
"22","04000US22","Louisiana","Louisiana","LA","040","00","ACSSF","0000001",,,,,"22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4484596,265964,22659,243305,8.52,91.48,3503250,2163213,16206,2147007,1974967,172040,1340037,61.75,0.46,61.29,56.38,4.91,38.25,44086,23853,1944234,1675097,687018,968798,1467,12535,163,1558,3558,41.01,57.84,0.09,0.75,0.01,0.09,0.21,745,702.873283588187,1095801,287785,808016,26.26,73.74,2732866,446158,2286708,16.33,83.67,527395,66762,460633,12.66,87.34
"23","04000US23","Maine","Maine","ME","040","00","ACSSF","0000001",,,,,"23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1328543,72481,3461,69020,4.78,95.22,1086610,707618,3052,704566,654300,50266,378992,65.12,0.28,64.84,60.21,4.63,34.88,47898,26195,718914,551601,60266,25204,399569,60149,325,4729,1359,10.93,4.57,72.44,10.9,0.06,0.86,0.25,736,711.940684713376,271320,46070,225250,16.98,83.02,821451,100973,720478,12.29,87.71,200483,18103,182380,9.03,90.97
"24","04000US24","Maryland","Maryland","MD","040","00","ACSSF","0000001",,,,,"24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5736545,330449,18260,312189,5.53,94.47,4547457,3166018,28952,3137066,2909466,227600,1381439,69.62,0.64,68.99,63.98,5,30.38,72419,35751,2369168,2128377,1025643,813918,246964,27621,322,8788,5121,48.19,38.24,11.6,1.3,0.02,0.41,0.24,1139,1153.51246270638,1334938,153486,1181452,11.5,88.5,3591229,296606,3294623,8.26,91.74,671036,52518,618518,7.83,92.17
"25","04000US25","Massachusetts","Massachusetts","MA","040","00","ACSSF","0000001",,,,,"25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6512227,385050,16878,368172,4.38,95.62,5267692,3573919,5940,3567979,3280503,287476,1693773,67.85,0.11,67.73,62.28,5.46,32.15,65981,35051,2799357,2522409,1273731,340128,851319,38149,762,12601,5719,50.5,13.48,33.75,1.51,0.03,0.5,0.23,1037,1054.66764567464,1405216,190347,1214869,13.55,86.45,4033275,404147,3629128,10.02,89.98,850188,78973,771215,9.29,90.71
"26","04000US26","Michigan","Michigan","MI","040","00","ACSSF","0000001",,,,,"26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9920621,601912,32262,569650,5.36,94.64,7840553,4913677,5348,4908329,4306814,601515,2926876,62.67,0.07,62.6,54.93,7.67,37.33,48669,25482,4532215,3825182,3320127,279295,71078,114746,534,27635,11767,86.8,7.3,1.86,3,0.01,0.72,0.31,742,757.950966595067,2339941,510572,1829369,21.82,78.18,6054987,902333,5152654,14.9,85.1,1302284,105553,1196731,8.11,91.89
"27","04000US27","Minnesota","Minnesota","MN","040","00","ACSSF","0000001",,,,,"27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5278190,299382,10015,289367,3.35,96.65,4147665,2939455,2892,2936563,2734914,201649,1208210,70.87,0.07,70.8,65.94,4.86,29.13,58476,30310,2339293,2094265,1626771,305761,72074,52764,294,25053,11548,77.68,14.6,3.44,2.52,0.01,1.2,0.55,783,804.438163056378,1262815,176594,1086221,13.98,86.02,3251721,335074,2916647,10.3,89.7,641413,53486,587927,8.34,91.66
"28","04000US28","Mississippi","Mississippi","MS","040","00","ACSSF","0000001",,,,,"28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2956700,181358,14132,167226,7.79,92.21,2287478,1358958,13829,1345129,1210301,134828,928520,59.41,0.6,58.8,52.91,5.89,40.59,38718,20521,1266417,1085062,508418,552896,1816,18552,44,1272,2064,46.86,50.96,0.17,1.71,0,0.12,0.19,680,606.864252059401,744133,230291,513842,30.95,69.05,1755268,335301,1419967,19.1,80.9,361039,52213,308826,14.46,85.54
"29","04000US29","Missouri","Missouri","MO","040","00","ACSSF","0000001",,,,,"29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5955802,344681,22219,322462,6.45,93.55,4700400,3056406,21391,3035015,2790203,244812,1643994,65.02,0.46,64.57,59.36,5.21,34.98,47202,25371,2702890,2354104,1505130,738458,7074,92475,328,6584,4055,63.94,31.37,0.3,3.93,0.01,0.28,0.17,693,689.192485632124,1394927,278608,1116319,19.97,80.03,3594556,479612,3114944,13.34,86.66,787634,70395,717239,8.94,91.06
"30","04000US30","Montana","Montana","MT","040","00","ACSSF","0000001",,,,,"30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982854,56157,4129,52028,7.35,92.65,786732,513196,3468,509728,477082,32646,273536,65.23,0.44,64.79,60.64,4.15,34.77,45324,24640,478030,403495,277637,78824,7052,34976,254,3936,816,68.81,19.54,1.75,8.67,0.06,0.98,0.2,649,632.31593699734,218931,42533,176398,19.43,80.57,601115,85355,515760,14.2,85.8,138636,12016,126620,8.67,91.33
"31","04000US31","Nebraska","Nebraska","NE","040","00","ACSSF","0000001",,,,,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1813061,105897,4171,101726,3.94,96.06,1409203,1001009,5684,995325,941270,54055,408194,71.03,0.4,70.63,66.79,3.84,28.97,50695,26113,793243,715703,519541,172176,5080,10501,119,6574,1712,72.59,24.06,0.71,1.47,0.02,0.92,0.24,672,674.244033583816,445315,71670,373645,16.09,83.91,1081628,121382,960246,11.22,88.78,231762,18700,213062,8.07,91.93
"32","04000US32","Nevada","Nevada","NV","040","00","ACSSF","0000001",,,,,"32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2673396,142901,14002,128899,9.8,90.2,2086005,1401953,10273,1391680,1246387,145293,684052,67.21,0.49,66.72,59.75,6.97,32.79,55553,27625,1160680,986741,657253,301788,7930,13196,399,4060,2115,66.61,30.58,0.8,1.34,0.04,0.41,0.21,1011,1049.16153141782,652030,120072,531958,18.42,81.58,1670927,196435,1474492,11.76,88.24,311673,24396,287277,7.83,92.17
"33","04000US33","New Hampshire","New Hampshire","NH","040","00","ACSSF","0000001",,,,,"33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1315911,77934,2303,75631,2.96,97.04,1063324,743342,1608,741734,695066,46668,319982,69.91,0.15,69.76,65.37,4.39,30.09,64664,32357,611916,514869,170017,39699,262737,34081,155,5377,2803,33.02,7.71,51.03,6.62,0.03,1.04,0.54,956,949.629399337229,286345,28291,258054,9.88,90.12,822083,62258,759825,7.57,92.43,167541,11085,156456,6.62,93.38
"34","04000US34","New Jersey","New Jersey","NJ","040","00","ACSSF","0000001",,,,,"34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8753064,476947,18232,458715,3.82,96.18,6935191,4633565,9431,4624134,4221383,402751,2301626,66.81,0.14,66.68,60.87,5.81,33.19,71180,35678,3543967,3180854,2390555,340617,420231,12364,286,8455,8346,75.15,10.71,13.21,0.39,0.01,0.27,0.26,1131,1156.51919080354,2045903,268519,1777384,13.12,86.88,5398466,449093,4949373,8.32,91.68,1133187,87558,1045629,7.73,92.27
"35","04000US35","New Mexico","New Mexico","NM","040","00","ACSSF","0000001",,,,,"35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2037136,120278,10878,109400,9.04,90.96,1581130,974512,8754,965758,886857,78901,606618,61.63,0.55,61.08,56.09,4.99,38.37,44631,23537,896228,762002,592395,109638,1047,50394,2375,4920,1233,77.74,14.39,0.14,6.61,0.31,0.65,0.16,713,705.12638026225,506867,137070,369797,27.04,72.96,1226767,208776,1017991,17.02,82.98,261174,32455,228719,12.43,87.57
"36","04000US36","New York","New York","NY","040","00","ACSSF","0000001",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19302448,1108455,58306,1050149,5.26,94.74,15494360,9881672,26568,9855104,9051668,803436,5612688,63.78,0.17,63.6,58.42,5.19,36.22,56951,31796,8081303,7215687,4133315,653872,2173724,152341,1680,61827,38928,57.28,9.06,30.12,2.11,0.02,0.86,0.54,1025,1102.00496556462,4281841,871312,3410529,20.35,79.65,12015606,1565356,10450250,13.03,86.97,2489715,285439,2204276,11.46,88.54
"37","04000US37","North Carolina","North Carolina","NC","040","00","ACSSF","0000001",,,,,"37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9418736,530707,37393,493314,7.05,92.95,7411079,4784984,87592,4697392,4241650,455742,2626095,64.57,1.18,63.38,57.23,6.15,35.43,46291,25256,4286863,3664119,1268095,2086193,215239,78129,931,4949,10583,34.61,56.94,5.87,2.13,0.03,0.14,0.29,744,728.070292855836,2232050,504338,1727712,22.6,77.4,5767343,849053,4918290,14.72,85.28,1162754,120165,1042589,10.33,89.67
"38","04000US38","North Dakota","North Dakota","ND","040","00","ACSSF","0000001",,,,,"38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666783,40178,1969,38209,4.9,95.1,536039,376826,5948,370878,358106,12772,159213,70.3,1.11,69.19,66.81,2.38,29.7,49415,27305,315517,278669,154348,101662,14002,2897,55,3495,2210,55.39,36.48,5.02,1.04,0.02,1.25,0.79,584,583.473999163512,146254,21129,125125,14.45,85.55,406689,46733,359956,11.49,88.51,90522,11026,79496,12.18,87.82
"39","04000US39","Ohio","Ohio","OH","040","00","ACSSF","0000001",,,,,"39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11525536,663220,33140,630080,5,95,9110226,5883960,11667,5872293,5326405,545888,3226266,64.59,0.13,64.46,58.47,5.99,35.41,48071,25618,5119693,4554007,3345528,934563,141058,89531,883,29717,12727,73.46,20.52,3.1,1.97,0.02,0.65,0.28,697,702.075369798704,2699622,572022,2127600,21.19,78.81,6977391,957504,6019887,13.72,86.28,1536515,124667,1411848,8.11,91.89
"40","04000US40","Oklahoma","Oklahoma","OK","040","00","ACSSF","0000001",,,,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3714520,214898,15810,199088,7.36,92.64,2897182,1823779,21884,1801895,1685029,116866,1073403,62.95,0.76,62.19,58.16,4.03,37.05,44287,23770,1656132,1432735,921128,466576,1556,29006,47,12603,1819,64.29,32.57,0.11,2.02,0,0.88,0.13,659,642.087170149552,904990,207625,697365,22.94,77.06,2214798,332495,1882303,15.01,84.99,480328,45926,434402,9.56,90.44
"41","04000US41","Oregon","Oregon","OR","040","00","ACSSF","0000001",,,,,"41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3801991,205808,13327,192481,6.48,93.52,3039160,1947759,3085,1944674,1753398,191276,1091401,64.09,0.1,63.99,57.69,6.29,35.91,49850,26561,1666014,1509554,603231,729618,54055,106295,546,11901,3908,39.96,48.33,3.58,7.04,0.04,0.79,0.26,830,862.306304755552,848403,166082,682321,19.58,80.42,2366284,342682,2023602,14.48,85.52,512733,41608,471125,8.11,91.89
"42","04000US42","Pennsylvania","Pennsylvania","PA","040","00","ACSSF","0000001",,,,,"42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12660739,742701,35590,707111,4.79,95.21,10209810,6456527,9366,6447161,5938507,508654,3753283,63.24,0.09,63.15,58.16,4.98,36.76,51651,27824,5554939,4952566,2716491,969160,1034922,193145,906,26481,11461,54.85,19.57,20.9,3.9,0.02,0.53,0.23,770,785.635940406482,2757475,488855,2268620,17.73,82.27,7626743,903265,6723478,11.84,88.16,1862302,156749,1705553,8.42,91.58
"44","04000US44","Rhode Island","Rhode Island","RI","040","00","ACSSF","0000001",,,,,"44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1053959,66421,3513,62908,5.29,94.71,855960,567760,3741,564019,513558,50461,288200,66.33,0.44,65.89,60,5.9,33.67,55975,29685,462346,410475,210817,34097,157426,6235,62,1096,742,51.36,8.31,38.35,1.52,0.02,0.27,0.18,901,895.982188752956,223262,39900,183362,17.87,82.13,646193,75943,570250,11.75,88.25,142589,13611,128978,9.55,90.45
"45","04000US45","South Carolina","South Carolina","SC","040","00","ACSSF","0000001",,,,,"45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4575864,265080,18087,246993,6.82,93.18,3624311,2262934,36657,2226277,1999063,227214,1361377,62.44,1.01,61.43,55.16,6.27,37.56,44587,23854,2117357,1758732,522992,1174665,34896,19009,167,1656,5347,29.74,66.79,1.98,1.08,0.01,0.09,0.3,728,699.175533365046,1058864,258033,800831,24.37,75.63,2775249,430454,2344795,15.51,84.49,599107,65218,533889,10.89,89.11
"46","04000US46","South Dakota","South Dakota","SD","040","00","ACSSF","0000001",,,,,"46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807697,47276,2905,44371,6.14,93.86,630184,438039,3529,434510,413552,20958,192145,69.51,0.56,68.95,65.62,3.33,30.49,48010,24925,361057,318466,212734,81886,11204,6211,82,4623,1726,66.8,25.71,3.52,1.95,0.03,1.45,0.54,595,573.795846221829,196051,34850,161201,17.78,82.22,473801,60061,413740,12.68,87.32,109150,12426,96724,11.38,88.62
