Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T001_001,SE_T013_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T013_005,SE_T013_006,SE_T013_007,SE_T013_008,PCT_SE_T013_002,PCT_SE_T013_003,PCT_SE_T013_004,PCT_SE_T013_005,PCT_SE_T013_006,PCT_SE_T013_007,PCT_SE_T013_008,SE_T030_001,SE_T030_002,SE_T030_003,PCT_SE_T030_002,PCT_SE_T030_003,SE_T033_001,SE_T033_002,SE_T033_003,SE_T033_004,SE_T033_005,SE_T033_006,SE_T033_007,PCT_SE_T033_002,PCT_SE_T033_003,PCT_SE_T033_004,PCT_SE_T033_005,PCT_SE_T033_006,PCT_SE_T033_007,SE_T037_001,SE_T037_002,SE_T037_003,PCT_SE_T037_002,PCT_SE_T037_003,SE_T057_001,SE_T083_001,SE_T157_001,SE_T093_001,SE_T099_001,SE_T099_002,SE_T099_003,SE_T099_004,SE_T099_005,SE_T099_006,SE_T099_007,SE_T099_008,PCT_SE_T099_002,PCT_SE_T099_003,PCT_SE_T099_004,PCT_SE_T099_005,PCT_SE_T099_006,PCT_SE_T099_007,PCT_SE_T099_008,SE_T104_001,SE_T106_001,SE_T114_001,SE_T114_002,SE_T114_003,PCT_SE_T114_002,PCT_SE_T114_003,SE_T115_001,SE_T115_002,SE_T115_003,PCT_SE_T115_002,PCT_SE_T115_003,SE_T116_001,SE_T116_002,SE_T116_003,PCT_SE_T116_002,PCT_SE_T116_003,SE_T117_001,SE_T117_002,SE_T117_003,SE_T117_004,SE_T117_005,SE_T117_006,SE_T117_007,PCT_SE_T117_002,PCT_SE_T117_003,PCT_SE_T117_004,PCT_SE_T117_005,PCT_SE_T117_006,PCT_SE_T117_007
"41049","05000US41049","Morrow County, Oregon","Morrow County, Oregon","or","050","00","ACSSF","0000037",,,,,"41","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11207,11207,9767,15,78,40,14,814,479,87.15,0.13,0.7,0.36,0.12,7.26,4.27,621,4,617,0.64,99.36,8441,5145,0,5145,4843,302,3296,60.95,0,60.95,57.37,3.58,39.05,5145,4843,302,94.13,5.87,54441,21279,0.3657,4470,3848,623,2660,194,355,0,7,9,16.19,69.13,5.04,9.23,0,0.18,0.23,733,658.649398704903,3131,716,2415,22.87,77.13,6471,877,5594,13.55,86.45,1550,101,1449,6.52,93.48,11152,737,519,438,1283,1488,6687,6.61,4.65,3.93,11.5,13.34,59.96
"41051","05000US41051","Multnomah County, Oregon","Multnomah County, Oregon","or","050","00","ACSSF","0000038",,,,,"41","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778193,778193,608567,42317,6142,53626,4883,22041,40617,78.2,5.44,0.79,6.89,0.63,2.83,5.22,30969,1329,29640,4.29,95.71,639435,439447,245,439202,405153,34049,199988,68.72,0.04,68.69,63.36,5.32,31.28,439202,405153,34049,92.25,7.75,57449,33255,0.4824,332417,313181,161493,130193,13145,4937,102,1555,1756,51.57,41.57,4.2,1.58,0.03,0.5,0.56,1013,1095.46454514009,149964,33381,116583,22.26,77.74,522445,87839,434606,16.81,83.19,90536,9344,81192,10.32,89.68,762945,61694,31980,36890,65528,67606,499247,8.09,4.19,4.84,8.59,8.86,65.44
"41053","05000US41053","Polk County, Oregon","Polk County, Oregon","or","050","00","ACSSF","0000039",,,,,"41","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78470,78470,68820,621,1102,1527,248,2182,3970,87.7,0.79,1.4,1.95,0.32,2.78,5.06,5360,266,5094,4.96,95.04,62313,37420,103,37317,33643,3674,24893,60.05,0.17,59.89,53.99,5.9,39.95,37317,33643,3674,90.15,9.85,54010,24827,0.4153,30859,28725,10563,14993,587,2314,11,152,105,36.77,52.19,2.04,8.06,0.04,0.53,0.37,828,871.943295924395,18068,3142,14926,17.39,82.61,45679,7918,37761,17.33,82.67,13022,856,12166,6.57,93.43,76769,5798,2789,3329,6737,8676,49440,7.55,3.63,4.34,8.78,11.3,64.4
"41055","05000US41055","Sherman County, Oregon","Sherman County, Oregon","or","050","00","ACSSF","0000040",,,,,"41","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1705,1705,1593,8,42,2,0,0,60,93.43,0.47,2.46,0.12,0,0,3.52,56,7,49,12.5,87.5,1449,819,0,819,760,59,630,56.52,0,56.52,52.45,4.07,43.48,819,760,59,92.8,7.2,41389,32223,0.53,939,804,48,484,155,100,0,17,0,5.97,60.2,19.28,12.44,0,2.11,0,754,623.548387096774,272,67,205,24.63,75.37,1016,212,804,20.87,79.13,414,22,392,5.31,94.69,1702,115,98,88,142,232,1027,6.76,5.76,5.17,8.34,13.63,60.34
"41057","05000US41057","Tillamook County, Oregon","Tillamook County, Oregon","or","050","00","ACSSF","0000041",,,,,"41","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25552,25552,23352,87,207,190,105,855,756,91.39,0.34,0.81,0.74,0.41,3.35,2.96,1112,76,1036,6.83,93.17,21244,10678,30,10648,9859,789,10566,50.26,0.14,50.12,46.41,3.71,49.74,10648,9859,789,92.59,7.41,43777,23688,0.4372,18520,10154,426,7434,168,1926,0,123,77,4.2,73.21,1.65,18.97,0,1.21,0.76,811,788.129973474801,4863,934,3929,19.21,80.79,14214,2503,11711,17.61,82.39,5801,384,5417,6.62,93.38,24878,1543,1269,1009,2992,3139,14926,6.2,5.1,4.06,12.03,12.62,60
"41059","05000US41059","Umatilla County, Oregon","Umatilla County, Oregon","or","050","00","ACSSF","0000042",,,,,"41","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76582,76582,65277,527,2291,517,125,4083,3762,85.24,0.69,2.99,0.68,0.16,5.33,4.91,4111,185,3926,4.5,95.5,58927,35225,42,35183,31983,3200,23702,59.78,0.07,59.71,54.28,5.43,40.22,35183,31983,3200,90.9,9.1,49287,21528,0.4252,29791,26669,8920,15174,400,1903,0,179,93,33.45,56.9,1.5,7.14,0,0.67,0.35,682,661.265146847402,19624,4961,14663,25.28,74.72,41928,6973,34955,16.63,83.37,10273,984,9289,9.58,90.42,71825,4866,3484,4568,8506,8581,41820,6.77,4.85,6.36,11.84,11.95,58.22
"41061","05000US41061","Union County, Oregon","Union County, Oregon","or","050","00","ACSSF","0000043",,,,,"41","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25758,25758,23792,193,257,284,296,248,688,92.37,0.75,1,1.1,1.15,0.96,2.67,1473,116,1357,7.88,92.12,20700,11943,13,11930,11142,788,8757,57.7,0.06,57.63,53.83,3.81,42.3,11930,11142,788,93.39,6.61,45564,25458,0.4684,11510,10119,5231,3037,236,1519,0,42,54,51.69,30.01,2.33,15.01,0,0.42,0.53,697,681.614839061648,5530,1384,4146,25.03,74.97,14855,2853,12002,19.21,80.79,4627,418,4209,9.03,90.97,25012,2015,1098,1542,3625,2239,14493,8.06,4.39,6.17,14.49,8.95,57.94
"41063","05000US41063","Wallowa County, Oregon","Wallowa County, Oregon","or","050","00","ACSSF","0000044",,,,,"41","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6836,6836,6564,27,29,15,1,9,191,96.02,0.39,0.42,0.22,0.01,0.13,2.79,186,4,182,2.15,97.85,5716,3109,0,3109,2869,240,2607,54.39,0,54.39,50.19,4.2,45.61,3109,2869,240,92.28,7.72,42349,24956,0.4279,4098,3039,604,895,452,1042,3,43,0,19.87,29.45,14.87,34.29,0.1,1.41,0,687,646.161719549642,1248,283,965,22.68,77.32,3709,567,3142,15.29,84.71,1776,130,1646,7.32,92.68,6733,348,192,440,761,671,4321,5.17,2.85,6.53,11.3,9.97,64.18
"41065","05000US41065","Wasco County, Oregon","Wasco County, Oregon","or","050","00","ACSSF","0000045",,,,,"41","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25657,25657,22593,166,1018,206,183,890,601,88.06,0.65,3.97,0.8,0.71,3.47,2.34,1291,99,1192,7.67,92.33,20513,11982,0,11982,11117,865,8531,58.41,0,58.41,54.19,4.22,41.59,11982,11117,865,92.78,7.22,46814,22931,0.4083,11410,9883,1244,7305,129,1081,11,58,55,12.59,73.91,1.31,10.94,0.11,0.59,0.56,751,756.619087601455,5723,928,4795,16.22,83.78,14679,2302,12377,15.68,84.32,4771,421,4350,8.82,91.18,25173,1546,1102,1003,2888,2899,15735,6.14,4.38,3.98,11.47,11.52,62.51
"41067","05000US41067","Washington County, Oregon","Washington County, Oregon","or","050","00","ACSSF","0000046",,,,,"41","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564088,564088,437467,10288,3550,53569,2329,29333,27552,77.55,1.82,0.63,9.5,0.41,5.2,4.88,27750,1093,26657,3.94,96.06,442265,303469,317,303152,283207,19945,138796,68.62,0.07,68.55,64.04,4.51,31.38,303152,283207,19945,93.42,6.58,69743,33433,0.427,219819,209309,109787,91850,2089,4338,190,484,571,52.45,43.88,1,2.07,0.09,0.23,0.27,1111,1150.33035692912,135376,20349,115027,15.03,84.97,357126,37396,319730,10.47,89.53,65877,4072,61805,6.18,93.82,558379,25834,15948,20035,41298,45459,409805,4.63,2.86,3.59,7.4,8.14,73.39
"41069","05000US41069","Wheeler County, Oregon","Wheeler County, Oregon","or","050","00","ACSSF","0000047",,,,,"41","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1369,1369,1309,0,15,9,0,8,28,95.62,0,1.1,0.66,0,0.58,2.05,39,2,37,5.13,94.87,1236,583,0,583,522,61,653,47.17,0,47.17,42.23,4.94,52.83,583,522,61,89.54,10.46,33400,22723,0.4374,974,696,78,203,136,276,0,3,0,11.21,29.17,19.54,39.66,0,0.43,0,562,347.191011235955,154,69,85,44.81,55.19,704,141,563,20.03,79.97,487,62,425,12.73,87.27,1345,96,75,101,167,94,812,7.14,5.58,7.51,12.42,6.99,60.37
"41071","05000US41071","Yamhill County, Oregon","Yamhill County, Oregon","or","050","00","ACSSF","0000048",,,,,"41","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102217,102217,90700,949,1194,1517,270,3660,3927,88.73,0.93,1.17,1.48,0.26,3.58,3.84,6412,262,6150,4.09,95.91,81401,48788,13,48775,44760,4015,32613,59.94,0.02,59.92,54.99,4.93,40.06,48775,44760,4015,91.77,8.23,54951,26523,0.4457,37701,35002,8972,22397,504,2673,2,296,158,25.63,63.99,1.44,7.64,0.01,0.85,0.45,917,985.824022346369,23268,5238,18030,22.51,77.49,58182,9009,49173,15.48,84.52,15658,1008,14650,6.44,93.56,97108,6653,3868,4734,8757,9295,63801,6.85,3.98,4.87,9.02,9.57,65.7
